fingerprint,delay,variance,times
20CC59049504352F58C007A94B7E856B593E84A7,0.1753634,0.001988732,8
20DED9B2435844E64043FCD316C388F0FDC898F1,0.3124722,0.00515464,15
20E0DD3AD266195F4620E8334B4CF7F51A3F210D,0.4605848,0.010306966,1
2116827E434F51A1D38129F7A8241E3963DB3D6E,0.279545541,0.005004661,34
211AD97025CCC8BF59C4BC557B9D95088EE0634B,0.37190215,0.005764195,4
2123BD84B32054A259EBF2666F698AB69E55C9EA,0.0984536,0.000335347,3
21310F48066A4CAADEB2BFD324F0B38F8E1448D6,0.346240371,0.016088522,14
213906DD6FBC4DA748260366E2CF29E88265B9A3,0.440425391,0.008453544,22
214323BD34E15A3F6E8818E3ADC6F055E4C3A136,0.3184295,0.004085679,12
2144EC311E714F30648F2B62546E2CA28FDBD36B,0.237404055,0.004387125,22
214F5F96C5AD4EC3858A1CF7665502845496E40A,0.201302114,0.002975345,7
216C7B632FEB34E39E49CB34E381146871D26588,0.3550952,0.004266824,1
217A95E04AB1C63622E61DC74B64902B3669D62B,0.3314234,0.017099099,8
217AF9077402800CFA91D69867C863F332E4D426,0.2985128,0.002465839,1
218A777DD62C215F7DEB99B4A65D33ABE53883A3,0.2514466,0.004734645,11
218CF346F2DB042D5FFDE94061359F528B99A25E,0.387827538,0.006620907,29
21926E3247C41DC078C1B62678618D7AA4B75A26,0.2363512,0.003642819,16
219671E56FE6D40F8E355E272FCD05EE23C00AC8,0.2557023,0.033380889,12
21A0107E04848E6A2A2B2EDC4356098C453A0E8E,0.462890889,0.017234796,18
21B55072C00F4522857655FBB0F3E25D75A5357B,0.5267346,0.000604285,1
21C0C9CA51337A8593A0EF521121D4ABB4DEB662,0.1866938,0.002963824,12
21C9D9F1633246269DEB84A79495E85C07E8466D,0.243151383,0.00602274,12
221E976B546E60048A01950250399B8534D4E4B7,0.3655056,0.005243832,8
221F035A330AC4231A2E3D901F1CB11483C19F66,0.238008514,0.002797593,7
22202074254FB6ED9C9CA0A4A1ECA21C9F0AAB33,0.33062528,0.014040484,10
22246E54E7C7361B2FEFBD9F67766C2B6A7033AB,0.337480467,0.003513009,9
22296CB6AE56609A96F02FB843AB7B4B0A31CAF4,0.265694956,0.006483212,36
2258FE0EBD574DFCA17670E1B47EDE5A75D974CB,0.477211,0.008061738,1
225A1FD8FCAD3E4C7938EC841627FC6DB3A4A483,0.268079064,0.003337307,25
2268E58FFB596F3CE87E34CA8E87F1C82496E90E,0.32781612,0.006328809,15
2269C9905B04530E251186FAD6F56033654E5C99,0.307505579,0.021704139,58
22808E75F169C46F78B961D953E5451B58ECDA20,0.42726027,0.011108319,20
228931BDF59854D7EDD98C58B38D27A1678BE75E,0.37012785,0.112376451,16
228BA696EF77FFE7C3540A8AFF4385209022D1CB,0.299597086,0.002577078,7
229C69D6C99ECF9FBFC08ED72F2BE34080EA86B7,0.328628233,0.007214547,6
22BCD0DFD148209C9860C7F89907AB4DEE974A08,0.300521052,0.003655651,23
22CDC8DE6BE8A6E6ED4A9FADF66740B8F1A29DE0,0.276055711,0.003221371,9
22D2314BC5146890A8E5C19C884D96C0CBFEAA24,0.316586339,0.005908853,23
22E0A310EA0E2F56377F7F555C3888D7D012EDE0,0.35955522,0.025882185,10
22EBCC0A15FA4850D0D8A9BC621CA42224338EF2,0.192116948,0.005491489,31
22F74E176F803499D4F80D9CE7D325883A8C0E45,0.078835,6.36E-05,1
230153087E15D0DCEAA1BC5AAD031E95BA19E3DB,0.29463816,0.002966808,10
2308F5B08A85F8600DEC23F9C127E1F16E988595,0.250714314,0.001307354,7
234B06E4DA915D527C897E21FD1E9F08012E2962,0.1777214,3.98E-06,1
234B65AE39AF7BFA83526E7C6FB8D93A8F4DD3BB,0.253482109,0.052192216,11
234D670EAA794F092F7BD758D5D2AA7F4E3FFBE3,0.309151914,0.00537396,28
235A96D6C1489B504E4DCB35C21C9DCCA01E4758,0.293143154,0.005893519,13
237433F2438793EFC72189A0AC89238ABA71D924,0.4077884,0.006526367,1
2380FC210EA6B8CAD91DD966DC9568F43A8F33A5,0.2733234,0.005322598,2
23874A6AB6A977DDA9E88B438B8908EB4865D0A3,0.36480244,0.015085547,5
23899620429B1B0E726AC927EF86BEBDE10F1D0C,0.197815407,0.001793702,28
2390B303058F5EC1E1BEAAEECE3AAF2CF97B71F4,0.317431876,0.00386353,21
2392ECD14824B46C0F2EAAC4862BA40EC9B930AE,0.2911404,0.113610798,2
239E139385B9D4136D373D29411F5E471FFDB808,0.24032972,0.003869451,5
23B49521BDC4588C7CCF3C38E552504118326B66,0.234331433,0.003978968,6
23BAB4A9B1B7F553599CD81AED553FACB7B35210,0.2490228,0.001994529,5
23CA3FF02E79B18D0664C06CB7356E7385F37311,0.42149048,0.007152504,25
23CC9B711B8FF93403C95E8643F0A85FFE1DFB3C,0.383967236,0.00619475,11
2400279341C3802A8810D3E806B4ACA1C9EB1491,0.401128,0.006121407,6
241BD7463BB37029858344CEDEFC663164A9FB5D,0.0822946,3.64E-05,1
2427E37429BD1E5EE094BDDF417D1D2BE2A2C803,0.255481314,0.002287388,7
24494F0C553D13D1F46BE783DDE1572D7F0850BA,0.29700048,0.003933531,15
24541A1644909D2AB89B217AD12817D727C88524,0.423332356,0.006526952,18
245A87F47E7EA4BEE7EEAEBF08BA6ADCB0E73BC3,0.320114317,0.007337184,41
245C88E535BB7D80B7B43B36AB5B300D6B214A40,0.218312062,0.003515002,16
2464456C287E71583A6EADFCF82959722B6E96FF,0.4585303,0.004600184,2
246490C9408834587E96A68A05BEF039F284185A,0.294304174,0.00396328,38
24676C50EAE80778ECB5B2A76BE0E82A7F04084B,0.28280505,4.90E-05,4
247BC3276429268C3D440EA3C7F3DB23865D017E,0.45573159,0.008679388,20
2483EFC5532F81C08CA48B15FA7F9AFAB3D2B041,0.2883849,0.002976199,8
24893333D304C74CCDD11D99090C0471DCFED589,0.27783516,0.007945823,20
24896D19C6DCF62050A1A46EE3C2C10DA125A867,0.391597104,0.007945768,25
248A96B2A88A3EAB14699B9096CE6ABF77D0606A,0.202720025,0.005116248,8
24A04061669B89317B2CD235B0C556BAA96FD28E,0.346414333,0.006480828,6
24A17A4C1FA8C2108ACDE3BE681B0731384BF3A5,0.30291972,0.003959936,5
24B0B19A5AB8E7377DD89AAD7163587D96063283,0.365541576,0.005882695,25
24C312C65675E80CFC729E04600D0D9DD27379F4,0.4137642,0.004944669,3
24CC5254BB0F2F82F799CB483211D36948CC5FA8,0.1913089,0.002044672,4
24CE67466A084B09C5130CB04FDA2840F27E82A2,0.213542775,0.002705754,8
24D6B6B9591A07CCF43B35D559468B19F44DED6A,0.192067286,0.002521875,14
24E9CFAE081B16E87B490C596C18B00EE6FF8413,0.309135018,0.005390056,11
24F465980178B37DC2D5F908713B7FA4B4E43BAA,0.340740533,0.006410267,3
24FDF4754BB3775A6D54E078DCBBCA43D7B1B07E,0.21413189,0.004470594,20
251945FE33233646D1AA109A0858E087DDA64CD7,0.303103925,0.005853358,8
252957C95C1E0B9C0A72F7ED4716BA1FFF24BF2F,0.316952115,0.007498002,33
2530E277225FD89CEDA304B36E65759314DEC053,0.354879215,0.005140947,13
25477058A522069A16C1BCCB61DCB8C5B708756E,0.16376835,0.001679229,4
254C0A96A24F639FEFB49A0C94847DEF158AFAAE,0.3787606,0.017588864,11
25502A58CE78E0D11427540D0FAE3ADD079276EA,0.267973167,0.002064827,6
255CC3EA8DB03A9E45EAA7D2CE8A05A4F26F0457,0.289566147,0.009573705,15
25675F4453727066B1FF692DCEF81F820F3D6524,0.2573888,0.000954977,4
256C20C075492C069FBD48C8D84DC1CDF3EBA64E,0.435368023,0.01068453,26
2576606E3DAA45A8F92DEF93C66499BEFD8C43CB,0.194796186,0.003344077,14
257984B15ACFC8A987D861BCD1BC48C134F6BA5C,0.5338844,0.00819879,1
258CEEA5F5CC6344D2DA53C4F0DB477EDE8EC754,0.188762218,0.004301765,11
259078C74CB230969A6AFCD8535C0B35AECFF868,0.25607257,0.182845569,20
259C7438D5BD55AC162A25D7D2F807150C043CB3,0.292509537,0.008531041,16
25D7CC3FA3599230CB985F2B6DEAE4D72526CE15,0.36112466,0.004805099,10
25E0F7010C4B40462159830F60E9ACE3FBF571E4,0.093304,8.00E-06,1
25EEC3EA3453BD32811895024BF02E0C8AF3C260,0.248173743,0.002728711,7
25F701E5ED2556CFEA55D81AF937EFBCDF9464FB,0.4299752,0.007094729,1
25FC41154DCB2CAE3ABD74A8DFCD5B90D2CFFD57,0.088417954,0.00022959,13
260D781A5BF5964828EDFD0F53E9C0A725192401,0.07040495,0.000182238,4
2620EE71D6EB48613536272F7490EB8DA67B8358,0.4690042,0.003134162,1
264E8CA388F3D00081CD7E91D6C4272C048B6AF9,0.308951215,0.006567849,13
26551EE9CF98BEE9E7CCA1954B71CC724B3D1A25,0.31078255,0.007755106,4
2659ACAA140B6845E38F189B4080817B9819EB9A,0.37004955,0.009077662,16
26655E1DD93751B652AC8D534495ABB36415BEC7,0.285448654,0.007073998,26
2673930A22C0AEDF3FBE2C1416530A1378E6CA0E,0.216328257,0.018294132,21
267AA485F9292289FF2500280BC63EC85BD9FFF3,0.4829158,0.005916511,1
26B2BBE67149973AA6F631FD09E2A34E73253AB4,0.386107286,0.007811212,7
26BB0683618EE0969C2AEB3C1F73C2DC327663BB,0.311450405,0.015584927,44
26BC5109EE3495F4655D133BBE0A77FE1608D9A7,0.295673481,0.005269432,52
26C28F29B611DF4DE23ACF5D9DC1EB4895EF5E8B,0.1860302,0.001652083,8
26C840E9945AC3C83B65A14436E4B6493D04EE5A,0.544708891,0.126270195,11
26CA344A0DA0C93343869BF6A17C852D1D3A0C9B,0.278384667,0.004568107,24
26CD29D07FAE2C27EB316EE551EFC7EF96BA5784,0.356727467,0.045752651,3
26D384E24BBD1506616446622BE13232A649450F,0.278098,0.003676818,19
26D8359BDF32A07604CE9FA14E6F1FEA9364564B,0.320584633,0.001915682,12
26E3C67C9BB4B9303B01452AF9E71455686D241B,0.0590552,4.41E-06,1
26EE0F3E2548AFB23FF7704631F47515019500E6,0.369497621,0.01587835,28
26FEA74FBD5E6AD1A27C43DD753A99EF3FAA9C46,0.311897575,0.004844978,8
2702323CEB6DE132008AF69618645C01130CD69E,0.26351467,0.006812488,23
270A22B37FD94BFE381B982206CFDF3C4C2C670C,0.440161,0.002360209,1
270BF5C9E2331093FCE5AA8891E0A588331EE763,0.1818866,0.00571426,2
2711B6C8A581341CBC955E7B1FA8BEB7DACC0095,0.306404965,0.015675494,46
271A20885414AE00BFEE7158C383817C9521CBB2,0.27583094,0.008200975,10
271A82E7070CBFD0E725C9E71CD8D231356D3B3A,0.307807978,0.021286654,27
273078B94467558842963CE0A02B2D058E2824E9,0.263959353,0.005507923,17
2753A4DED2584CBE86E16EAC4C37355BF07D9666,0.17805315,0.001518011,4
276797D3B484D528D32BD40B69DFA20E83214243,0.448331585,0.010676798,26
2775C2A1C9C32DAE47DABA970E70E9D7E05071DB,0.39892115,0.00411201,4
27835987A9DC71CAFE7A881E5045D6BF321CCD4E,0.231170222,0.00228708,9
2797548928E6F62DD4E66EFDD323EB6E48A941D1,0.177569356,0.004017644,9
27A3CAFA37040D78DBEC606A768AB0E7A4B36FF7,0.289514,0.00271925,6
27AD21AE45CC2DA5CE701925F23E30B5F2CE88C7,0.284509215,0.006425333,40
27AD2A9591BA4809ED2B1F1983AF49CF80919319,0.345556289,0.006516803,9
27B7D6C06F30BD7A3B3BF8334A414513952BF738,0.3078117,0.037994399,40
27C1DF5B64406B5606AF630C813BCAD3C920BF73,0.15322885,0.002128679,4
27CBBE20F71669263D8B18E18E86E250A444F3A8,0.256373182,0.005859352,22
27DDB904D649E7A526088B7E15BB42C53BB53F60,0.278452833,0.003795682,6
27E1B97D9491013EF48479D4F47002F3358E0D92,0.313007039,0.005647409,66
27F6AD0910BD90228C5D182F1F9BA199BAE54249,0.366845925,0.008596648,8
27FAE99C0DBA8CD9DBFE42D2D2464B4C68EEB00D,0.8249874,0.578270825,3
27FEE24B1263BFD76223F405644B01E56F5D8FFD,0.28120105,0.010058294,4
27FF3E6979EF6570B9EB3B53B11964FE08F36F19,0.4455098,0.008132903,1
2800AA717730344F5D6BA282B27CCE64E90F1D13,0.280870387,0.014012991,15
28090710ABE433A47021F22208B3EC245A912900,0.4615854,0.007785654,2
28239BAC771829F821E2A8DD5B5539D7A11B9DB7,0.6915596,0.041084521,1
282CAAF0E11DAD47DD73D553DC20B51099A257BB,0.2638635,0.006012135,16
2833B766EA7AD4C9CAE9429C8BC8CA815A53CD4C,0.428788554,0.009691117,13
2847099403067F3F8ACB4273AEF72E96AB9689AA,0.3689372,0.004155969,3
2856770C398C8C145BCBF74BE9CDA68509621848,0.226406314,0.004257972,7
2862BFB61695B5FEC6E66AC9EA60151570460D2E,0.317115333,0.016767798,3
28655D3058B0BAE840B0DB48DC078C1F773D1291,0.428072,0.005573838,13
28904A07DA6507AA9890398F43949967090CB11E,0.086098867,0.000250589,3
2892073608985977DED33F98A9FA27A9C47C8B61,0.1974822,0.000273838,1
28A9CEC4C740F08B95DE922BE9BD86B81E76D0FE,0.358498073,0.008215858,11
28AC02CC1F99E4B5E6195EBD4A3F01AD1F42849F,0.365316867,0.239323915,3
28E1F5E0A2DB270868A879DF749809CAB56296D5,0.377900164,0.013523726,39
28E427C3E7FEB76C58901DCF1565EA44589E437C,0.16991844,0.005584262,5
2925365310A2487781BA7E743E155E4753C1D3EB,0.253535231,0.001906456,13
292807C3D7BF55BF073F190E38EFE8CA551F326B,0.278738456,0.002788567,18
292FCACE773DC259B799914A23BE65A6A6178E8F,0.355193067,0.088489439,3
293CE00D11B1D8B99AE8811CBDFDA3F353353710,0.328011583,0.00695198,12
29439EE9CBFA18D5622157F8462A36B7C457BC76,0.380417386,0.009049969,14
2946159CF9D8EAEB8C4A27F6A54B01A459DEE164,0.43818005,0.014258415,4
2946C155809496D43A3ED91D649A7AB9004CF86A,0.3142429,0.001210327,2
2955D8C86F5848FD3469E3F38A027D3E169359D8,0.296361506,0.008430921,32
295D920528E918FE99F5421467D8116A04539DBF,0.4072266,0.005815826,1
295F594F3CA2681701E96E44176A188F13912BDE,0.286556564,0.005788546,11
2979E1F476F04311E5088B5C12554E8B318F8A7B,0.253908844,0.010549545,9
298512652233E3DB7C893BFFF0403715F39039A4,0.3058628,0.006150014,23
298EC3331E104E9E84313B10B2DF0746594EED47,0.379730863,0.011389376,19
29A793A4762382FC78F283E6664EF9C42E74B1D2,0.18559594,0.003673058,20
29E8B05CA230B57FA21CC07687B8DA223EE27F6A,0.422969979,0.006604624,19
29E9E56A26A17C11B1D4CC9B10D96F4779041E47,0.224900831,0.002579658,13
2A134CF4E3CC5C7F77F331177791843794B96068,0.35972045,0.005416385,4
2A23B6AC254691CD52F98D26567270889861BC1F,0.314004567,0.004396232,12
2A2436CFDE2409C6502768775C0BFDD6A3A8803A,0.222378067,0.002305625,3
2A36005A811C8B420F380D67C4A9D630655F0900,0.337654533,0.005356726,9
2A5746BFF32A363CD3AAD05196C0F10E7143BBB6,0.257295657,0.004418723,14
2A5F2AD5AC3A7A79BA24E26F837D35A56B334002,0.230113582,0.002607624,33
2A7FE76900BB03DEAD983EB149BC8FB2F48B137F,0.2041495,0.005746639,2
2A82DD0F42F479F2F55006D3C7AA052A84071ECB,0.309492777,0.010624741,43
2A82DFF7BEB7B4269D4D6EAE39DEC36F98214268,0.291477525,0.004445617,8
2A9617210F42738F14D0CFE0AF9C50E7CBB355FC,0.4423987,0.006642966,2
2AA5F598F9A1812F01CD99E3B59BB87362ED7438,0.364168818,0.020142189,68
2AB0B91CCF12664D5D95083A6A7B871918C8CF9C,0.4652282,0.011888064,1
2AB6D4CE7A4D46ADA4F21C537A05A68DE088280B,0.392535782,0.00408123,15
2AB739D65B02ECA4544BC2A3C605BCF203E8A55B,0.269628325,0.00476167,8
2ACF25EDCB5CAECF2F2AB2A5F9EB1E7600CD8B0D,0.210139828,0.005513841,29
2AD82F3964D325B3FE2FF74E980FB006374EF190,0.302802069,0.004786745,29
2AFF8D48E65488C9D002E3A94EC959DB009C5FEF,0.294276855,0.004251771,11
2B01430798B2F1F068D4A0DF16819AD164DAE55E,0.544407792,0.525007494,26
2B0FCB3B12FBA42B173ED4342CF3E05B3CFCB1BF,0.221389863,0.002594409,8
2B127A5099E503DBD3AA5D8F51E49D236059832A,0.25475892,0.002493901,15
2B172EBC296D605A1AE72387139A0D5E5A717A76,0.340246524,0.008225308,21
2B23DEA9443219E1F9783C6DB5586D09D02A2677,0.327249,0.003157233,2
2B247BA0398DAB74EFFF6DF4AFA7AE4DA4E4B031,0.38102705,0.004067629,4
2B2B26F6CDD243E7550966F05B6ED6D7E2720831,0.226543067,0.004048158,3
2B31FB827D4CEA734B9F78C16137CFD6F8AEBB7B,0.330811156,0.011931959,9
2B34099ED2BC598C4745C96C873FD73A445646BD,0.3471384,0.003505307,1
2B37283CA3C140B35ABAD4628A873A860DDFF050,0.247707173,0.005386497,15
2B3AAC97B269D59E6D642C8BFB174EDD13741C38,0.38571745,0.006638216,4
2B4D5AA9997D4DDFF02BC52E173CF0C8FFFD1B9C,0.32706785,0.001402126,4
2B6DE17E1CF6533F3917CA335F614D0F56B00BA4,0.0765381,0.000147448,2
2B6F88E7626E000D0C504F0C251F3109723F8998,0.426332586,0.005897123,14
2B7F152EAFEF8B99ABF42FBE2ED4682F5A63CFC7,0.307467314,0.005466284,7
2B854489CE4D996281302EC5A7DA3DFE65962525,0.4253552,0.006175799,5
2B8E642811FF6F610600F2703AB59E42FB9A00CB,0.284546081,0.003770162,27
2B94FEF968C9949FD2F10EB154938494B2F50527,0.357615771,0.004836485,7
2B96BE57F8F27D2F20C4E41A5EA0C854D9AEA815,0.29795563,0.005354542,20
2B97302BE55CA8F31415805C1CD2A479B2DD1487,0.292740329,0.062891956,14
2B9B70B6A65BE984BDC21D8DB13018EBF858AB45,0.3443316,0.053455871,5
2BA43ED144818EF5C7CC3EC7D3570E52B63D2535,0.5788938,0.00436508,1
2BA8ED147F23B5CED99831390836E2B184D3BAAC,0.279699215,0.009554922,13
2BBD2A3869C4A5890089B5AD6CC1E17AE50FA410,0.353730057,0.004436714,21
2BC257D07F517E58D2A9EF229708B539D5F7D96F,0.1534814,0.000273393,1
2BC4971C37AB442F63A4A96C38E6A9302C44BB00,0.31500882,0.045974225,10
2BCA0A8B5759DBD764BF9FA5D1B3AEE9D74D2B68,0.289609232,0.01107635,62
2BD1936E0B4D5BB615CF99B0CFF74EAF19426888,0.289676167,0.002323554,6
2BDC19C98DB0DE0E8B97D339AB6E3D9E3CC7B36D,0.315472063,0.00872076,19
2BFBFF502CABAE02BB35582D0E27617E1315BF6C,0.294460382,0.00419494,33
2C06887F5BD451D37B7E1E34B941EEEBA42C4275,0.320981547,0.006686246,19
2C164169C508C104985551D19D6F76652DC184A6,0.288295378,0.003655285,9
2C1993050B32D827EC6FD124DB07546B78E31AFF,0.2719358,0.001695824,2
2C26CBACAB3B83142A54637CA30FF130C9BD331F,0.30869764,0.020470399,5
2C4B49130DD5994447A6ABBCC5BC3259E2B75AB9,0.2035626,0.011383853,7
2C5257A72E9DAB0256704FBC4BD29B838DA4DF2F,0.351069338,0.005345699,16
2C63AAB5B31D757CFC575FC66852AB9715ACD2DE,0.3597516,0.002082298,4
2C67000893E1846D43FC00538B19394CD81FF26C,0.476624,0.001480598,1
2C7FBE61AA7F3C60691155E60030B031BFCC5FE3,0.239135367,0.004913575,12
2C91D3E05A1FC5CBC720755E4836C08B5C6E04E0,0.215700429,0.003526289,7
2CAE21826C2EBC0B2CCD976A6D2DF351CAE5965D,0.311106657,0.050410378,7
2CBD595E8F51D3814130241B8105FEE9E303719E,0.4504609,0.008374585,2
2CD23D10948D1C6039977852274F700278B39EE8,0.274795543,0.009000356,21
2CD5474E33D12629156B92FBD61FAAB22D07B0F7,0.3217937,0.003037665,2
2CD63CEC51AD829787BCF22D6AD6DB46A6227CDD,0.3137312,0.006351113,2
2CDB29859EA2B2FF18585EA3FEAD988E8CD9727B,0.262376933,0.002055809,3
2CE0B0ED0247158FC5CCB65B2ACD4E8FEFE8D073,0.3263015,0.00374841,18
2CE2DEE830B954EDA3A6BB57EA7420E0F5EE3C13,0.33638505,0.008850482,4
2CE9BE1FC88B9D0FA03F387C9E4F000B5D4B2AE9,0.259787148,0.003423081,27
2CEFF506E38DC618202FBD22E0FE20B011D32040,0.319344411,0.004719457,37
2D03CA9F54A00E7DAB9F11616EC1659DDC804C1B,0.4807263,0.007047578,2
2D172A07B929FCA9CF234768FCE0938B1E7DBB47,0.377523667,0.007739518,9
2D18DA8EE4936AC632788A760B3955056FA89783,0.323762954,0.00482981,13
2D1E7CFE1F4F0A400DE692CAF8641899115399BA,0.1058258,7.55E-06,1
2D287E39F96A54EB2B83059165A8AEA09ACDA914,0.433055345,0.007018845,11
2D2A8535FA0D93E8164F13669148936841871051,0.2970408,0.038331641,1
2D2A8756BCC7619CF9586902F1610D2D40D6746A,0.323068111,0.020925768,36
2D3473368BF4E65E9EB2CCE43D132EE7FAAF3093,0.2800584,0.002415099,2
2D69E1B3FE267639A237E37A847BD0A5A67972F9,0.360943769,0.004005861,13
2D8768E3EA8B974ADB69F7FA8140DBEAFC14C8F0,0.292330317,0.027121783,29
2D8A15352AEC175C8CEDA1A6C7DF10C13326EF29,0.22855575,0.0018154,4
2D91AA681F5702099581DDE4A3E410218D880ECB,0.296078585,0.011167515,27
2D938F19EAF660D902C656B5E6002F39B45C4BE4,0.272959314,0.005265515,7
2DACC26F1D3BA64F32EEB4185BAD696A88BA832D,0.1346964,0.000476388,1
2DC9AECB0CE6892C33718AA61393FF837CD12E8F,0.28872676,0.006214985,5
2DCF5236122F31C9271FDDE79DB49397ABC05984,0.283998681,0.004432492,27
2DF03D7B158DAE2EAF76078775451F1769506451,0.246184029,0.004684525,21
2DFCA202F13A90F91A820B4C3321FC847E269484,0.19331295,0.001064347,4
2DFDEA5DD415B95594BFB12D59FE841167F94B5F,0.0712612,6.15E-05,1
2E289A14B649F500C194BD56DEE28F0A0D75533C,0.359293605,0.006007364,39
2E2CBDE1A50A020022C358FE02481278ABE5EC50,0.36751182,0.034384096,30
2E2D929EE2BFDC5401D03856F6CB26CD90C19B97,0.277061576,0.004755527,17
2E3CC55AD57D027FC64BE9C87563C7DD817D5817,0.120702133,8.53E-05,3
2E446653FB9132BFEA79E07FA2ABF44D0138D7E3,0.4035785,0.009441139,8
2E593E0EC59788020C7A4429BB93F2F825E47A21,0.2760346,0.002715306,12
2E59B4A0BE4D717DD010554982DDA036B5E02928,0.2850033,0.003624146,2
2E66E04C6E90E96B1BDDE62D4031C761C0A63FE4,0.1737426,0.001382586,6
2E7EFCF9BBE38211DC90BBB9F32FBEF612ACC490,0.318758355,0.0124954,22
2E849A2567588040D10AEDA7815A041F684B4E9A,0.28841278,0.002849361,10
2E89E8B67B273E6B3F26545FC28278E0F0744817,0.263764625,0.004844523,24
2E964A7939162CE3BAB41A6567C9EE357B457BD0,0.216466967,0.002589594,6
2EA13D52B68059C8D953237BB5A965F7001DC88B,0.3902588,0.003911507,3
2EA30484C623340FE3FB2E6E8C14BEE7FDC10CF1,0.1645378,0.00046957,4
2EAA7FC2B709A656DCC884F80BD066D65D8F6CB8,0.489264,0.005516878,1
2EB3C230180694A1E848001E20F36F76A2287039,0.365578327,0.013854617,22
2EB3EC47737C98ABC24D274AFD5C9AD39DB75D7E,0.373126875,0.014666682,8
2EB89757F1D8228784335232E2CE2989D220E590,0.318562086,0.006685751,7
2EB9CDE3176F030C2F03B5B55E8DD5B3B301ED16,0.3895951,0.008116424,2
2EC5EE348BD8D9D2E518B2CAEA9C671E2D5F77A6,0.30671076,0.004909668,5
2EC83D2BE136912E749B5FB7C6A5527E1AC85C57,0.468266133,0.007705196,3
2ED664728376FD367DAC05D0A7B5B942E0C1B4DE,0.1968788,4.81E-06,1
2ED8654AD1B8C25F3EB83156B07EA35BE6132F0C,0.4239809,0.008111763,2
2EDAC5284797FCC5EE788FA93A35E1672C323EB7,0.2984966,0.003842536,2
2EF3F194E34705F9E13021BAC7B394653329243A,0.2639056,0.00130376,4
2EFC2B8BC724CF435C14066087936BE7CA3C57A3,0.3619175,0.004480694,2
2F04FCC6C42150F27C85AB38CBD12C74CF47C962,0.4538836,0.041923045,28
2F051BD0124C65C8E617DC8B7EE508D0AF11AFC9,0.29976774,0.003824837,20
2F21BFD3E8E214500BCAF4D8D801FAE052EC647B,0.3460578,0.006411425,33
2F2BCB532689FFEC760E5EC5F6C08E44CBBD50C9,0.231659545,0.080176132,11
2F367DF6E2A7BB56C8EA4C064A3519ACBC013CFE,0.287903631,0.002549174,13
2F3B9DFFDF23DAC9CCC8E223EAB6423535DDC21E,0.244083941,0.004989581,51
2F5119F2099886176AFCBCE5E95053CE5C92661B,0.353211482,0.094912766,17
2F5D85F4EA970280FBBBE73F6978F156BC2ECE4F,0.17722944,0.00068739,5
2F66685743A941A19580131D62119C7261CFDC3E,0.1366848,0.000190066,1
2F6CDB4045BAA50645093D3CD29C3055D49F77A2,0.249359029,0.00622204,34
2F7156F433D46BF41338068B3D48DE39877B3D0F,0.429036867,0.003122028,3
2F76402F04EE7AC80207A4B3B525B235673952AE,0.166855433,0.005164594,6
2F81B29080727EFF0505E2F66CBD6C1EF6F9F4A9,0.0764552,0.000223231,1
2F8720FCC11EF0DF5AB93F0413A8714B32C38246,0.1545966,1.92E-06,1
2F95C32B7EF5F3620C529BD48A533C8F793357E5,0.285379543,0.003637905,14
2FB8E1C8BDC1365F1A9359668041A1A10E8E6377,0.132673,5.83E-05,1
2FBFC17EFB1A48357845030AF50D3865585B724B,0.178826,0.000939124,4
2FC28BE4F3949D8F7E347BB5495BFB0C93EB340A,0.360479173,0.005942665,22
2FC65C5B9CBF215913A71FE3B39A371566EF34FF,0.0744598,1.21E-05,1
2FD42D28C40B285CF5DC8965A85791E8F18732A2,0.324323525,0.028480774,24
2FDB1719E6A5E6110F93CE3AC5E841F9B3A2B726,0.249750813,0.008095861,15
2FE515627F356C59CE3C56FCF41D39332CFB1301,0.355865815,0.054160184,27
2FEAB1162F4B88639FEED15B3CA44315D8D182A7,0.422281367,0.021284166,6
2FF236B93D8574F3F77156B9542CA0554CB1DA2C,0.245370158,0.01117043,24
2FF2AED901B45D1D1D21DD443CD49DB0805EAB1A,0.3132373,0.002968075,10
2FF8FFB28EAA635E291D623E03F231AC265F28F9,0.2146364,5.10E-05,1
3004A0135AE7E42F3D1475838F76EFF9BE46294A,0.42721392,0.239602208,5
300927351BF90286FBF406EAC64BC600B4F8C5D3,0.499125,0.00323296,1
300CA9E17D250BAD6C3C3EE6578B193493BF02DA,0.2149406,3.21E-05,1
301081DF6A56B542710E5A19C893DA910ABD3C2F,0.348649467,0.003610338,3
3026423665B9E0C280D880E05EA064339E9237BD,0.231403944,0.004462043,18
303509AB910EF207B7438C27435C4A2FD579F1B1,0.284065503,0.004503849,29
3041804CAD486AB3D0D455E594BAADE03D8CD40B,0.226838,0.006225494,7
304EF9E012BE51190C6DDD5CFBAD8E3F3E875A43,0.318930354,0.005117728,13
305AD0AF362C5FF406FA1C228B2A2B2B774F0B78,0.2855161,0.004094047,8
30626238638AE65194814663A4651AFC04BC8D60,0.323361838,0.012222607,21
307437E3019DC138E1C869C6092110712A509D55,0.4169482,0.030862324,1
307DF18E52874C08881D2A5238DA0CC02BF761CA,0.363782643,0.051646644,14
30A350449621F83141A1EE4ABD3A244B6D6A2FFC,0.29818945,0.008196781,20
30A77B24F25ECB28D2743CD8AD422E5C52AEE98F,0.309226867,0.003497824,12
30ABFEA883B663C22D35B7467F13476304B40581,0.3844402,0.046088998,8
